"sexo","raça","idade","rede_de_ensino","frequenta_escola","frequentou_escola","curso_frequentado","ultima_serie_frequentada","terminou_curso","V4001","V4002","V4003","V4004","condicao_domicilio","num_pessoas_domicilio","bolsa_familia","aux_governo","renda_per_capita"
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Sim","Próprio de algum morador - já pago",4,"Não","Não",375
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",467
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau",NA,NA,"Sim",NA,NA,NA,"Próprio de algum morador - já pago",2,"Não","Não",1227
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Alugado",6,"Sim","Não",867
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",1400
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - ainda pagando",3,"Não","Não",1103
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",331
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",7,"Não","Não",308
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",517
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - ainda pagando",9,"Não","Não",480
"Mulher","Branca",16,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Cedido por empregador",3,"Não","Não",400
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",5,"Não","Não",740
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",485
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por empregador",5,"Não","Não",320
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Alugado",4,"Não","Não",1184
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",240
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",489
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - ainda pagando",6,"Não","Não",95
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - ainda pagando",4,"Não","Não",4800
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",4,"Não","Não",425
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido de outra forma",7,"Não","Não",315
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",636
"Mulher","Preta",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",6,"Não","Não",417
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",5,"Não","Não",1280
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",3067
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",2,"Não","Não",1750
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",1333
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",2,"Não","Não",477
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",1585
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Alugado",4,"Não","Não",2200
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",878
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",2367
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Não","Não","Alugado",2,"Não","Não",500
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",550
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por empregador",5,"Não","Não",1142
"Mulher","Preta",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",333
"Homem","Preta",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por empregador",5,"Não","Não",500
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",21
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por familiar",4,"Não","Não",1875
"Homem","Preta",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",318
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",2,"Não","Não",500
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Sim",NA,NA,NA,"Próprio de algum morador - ainda pagando",4,"Não","Não",1125
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",863
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",5,"Não","Não",300
"Mulher","Branca",16,NA,"Não","Sim","Regular do ensino médio ou do 2º grau",NA,NA,"Não","Não","Não","Não","Alugado",2,"Não","Não",700
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",267
"Mulher","Branca",16,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",28
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Sim",NA,"Cedido por empregador",4,"Não","Não",838
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",422
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Sim","Cedido de outra forma",9,"Não","Não",323
"Homem","Branca",16,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Não","Sim","Cedido de outra forma",9,"Não","Não",323
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Sim","Cedido por empregador",2,"Não","Não",477
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Cedido por familiar",3,"Não","Não",633
"Mulher","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",3500
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Alugado",4,"Não","Não",1125
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido de outra forma",6,"Não","Não",159
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Sim",1512
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",271
"Homem","Preta",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Não","Sim","Alugado",4,"Não","Não",1650
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",746
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - ainda pagando",3,"Não","Não",667
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - ainda pagando",5,"Não","Não",720
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",2150
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",2400
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Não","Não","Cedido por familiar",4,"Não","Não",1150
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Sim",NA,"Alugado",3,"Não","Não",917
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",742
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",413
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Sim",NA,NA,NA,"Próprio de algum morador - já pago",2,"Não","Não",175
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",600
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Sim",NA,NA,NA,"Próprio de algum morador - já pago",7,"Não","Sim",478
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",1000
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",1400
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Alugado",4,"Não","Não",2175
"Homem","Preta",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",500
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",1843
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",7,"Não","Não",708
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",3,"Não","Não",1138
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Alugado",3,"Não","Não",383
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por empregador",4,"Não","Não",441
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por empregador",4,"Não","Não",739
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau",NA,NA,"Não","Não","Não","Não","Próprio de algum morador - ainda pagando",3,"Não","Não",1500
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",2,"Não","Não",1000
"Homem","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Alugado",2,"Não","Não",1000
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - ainda pagando",3,"Não","Não",1600
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",2,"Não","Não",16500
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",400
"Mulher","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",499
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Primeira (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",750
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",6,"Não","Não",297
"Mulher","Parda",16,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",750
"Homem","Branca",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Sim",NA,NA,NA,"Próprio de algum morador - já pago",4,"Não","Não",1100
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Sim",NA,"Próprio de algum morador - já pago",3,"Não","Não",966
"Mulher","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Cedido por familiar",3,"Não","Não",1251
"Homem","Parda",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Segunda (o)","Não","Não","Não","Sim",NA,"Próprio de algum morador - já pago",5,"Não","Não",470
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",2180
"Homem","Parda",16,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",707
"Mulher","Preta",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",3,"Não","Não",800
"Mulher","Branca",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",4,"Não","Não",2250
"Mulher","Amarela",18,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",430
"Homem","Parda",17,NA,"Não","Sim","Regular do ensino médio ou do 2º grau","Terceira (o)","Sim","Não","Não","Não","Não","Próprio de algum morador - já pago",5,"Não","Não",200
